date,value
2021-08-10,105.96290090768666
2021-08-11,99.90542025774205
2021-08-12,95.2187921090441
2021-08-13,108.60344584996605
2021-08-14,116.8072350788503
2021-08-15,129.886137234832
2021-08-16,120.97927954234902
2021-08-17,98.36301066905509
2021-08-18,95.49892033836932
2021-08-19,91.27193827297413
2021-08-20,103.18165834028446
2021-08-21,115.26473350765822
2021-08-22,121.3856959665307
2021-08-23,106.04496006319242
2021-08-24,97.49208499141244
2021-08-25,84.37184250032352
2021-08-26,95.98771214488643
2021-08-27,99.07502833654998
2021-08-28,109.33199057601571
2021-08-29,109.30572214290653
2021-08-30,107.59431814418089
2021-08-31,90.39160260780474
2021-09-01,86.23317424115551
2021-09-02,105.95057267874695
2021-09-03,96.49694973960469
2021-09-04,105.08636035533213
2021-09-05,121.51029083901358
2021-09-06,121.2717057016231
2021-09-07,92.04862395557805
2021-09-08,90.49926017688301
2021-09-09,95.83051610590464
2021-09-10,110.44263992282114
2021-09-11,104.54815699916432
2021-09-12,110.05891653962114
2021-09-13,109.6404180403872
2021-09-14,99.13576067573632
2021-09-15,89.56363163633962
2021-09-16,92.60627098483562
2021-09-17,94.12635271320651
2021-09-18,107.54256398771317
2021-09-19,109.2539319698539
2021-09-20,106.2649649957835
2021-09-21,93.58573499355627
2021-09-22,93.25281963360867
2021-09-23,97.84015813956518
2021-09-24,101.32983888430336
2021-09-25,110.0949165282839
2021-09-26,110.50534821947443
2021-09-27,104.80938376116471
2021-09-28,92.51070012335747
2021-09-29,92.28510408453843
2021-09-30,92.14913675595271
2021-10-01,110.9290925856066
2021-10-02,116.16510378643923
2021-10-03,112.1826876403481
2021-10-04,101.05928507135191
2021-10-05,90.67379019680814
2021-10-06,96.8274594491546
2021-10-07,94.17017380849713
2021-10-08,103.13654809269211
2021-10-09,99.89966224144649
2021-10-10,115.2665385287278
2021-10-11,107.57412259137134
2021-10-12,91.16261739121458
2021-10-13,89.04441708626584
2021-10-14,94.75656783259724
2021-10-15,101.63084622084558
2021-10-16,107.8453986336279
2021-10-17,110.84638752148597
2021-10-18,104.82726118768774
2021-10-19,98.31316408625398
2021-10-20,99.64532940144488
2021-10-21,81.54054501700344
2021-10-22,101.16990780882362
2021-10-23,111.22400482275377
2021-10-24,113.9282633138586
2021-10-25,105.36103654384269
2021-10-26,89.94890687199306
2021-10-27,95.15840570743961
2021-10-28,104.28921882473647
2021-10-29,96.01121747981925
2021-10-30,116.03433193358218
2021-10-31,112.22643508895787
2021-11-01,108.38139525059445
2021-11-02,94.98167764905162
2021-11-03,93.40564224772947
2021-11-04,103.75760589914938
2021-11-05,108.24370274520923
2021-11-06,122.0711919778399
2021-11-07,121.49464280556671
2021-11-08,112.66557957247595
2021-11-09,110.79109314103385
2021-11-10,99.14076162767877
2021-11-11,103.30730764563525
2021-11-12,105.79914294841615
2021-11-13,115.73498548267156
2021-11-14,114.15358974773844
2021-11-15,117.49113419904597
2021-11-16,98.29234156152279
2021-11-17,103.00877385515265
2021-11-18,100.40352977115425
2021-11-19,115.36523701256262
2021-11-20,121.42057313026518
2021-11-21,129.04425087238226
2021-11-22,118.53309936750237
2021-11-23,98.69472011529777
2021-11-24,101.16770811871308
2021-11-25,97.93592067587167
2021-11-26,109.38981329172623
2021-11-27,127.72693055074468
2021-11-28,125.6648988644055
2021-11-29,113.95172394569127
2021-11-30,104.08370695635872
2021-12-01,104.29325188477645
2021-12-02,100.36878246724042
2021-12-03,111.30915241560817
2021-12-04,124.44173906050045
2021-12-05,130.99119455652968
2021-12-06,123.25332064968354
2021-12-07,100.48393985094238
2021-12-08,108.46344146281422
2021-12-09,109.64739950285258
2021-12-10,119.59253799153694
2021-12-11,133.8427528438147
2021-12-12,117.79942488166859
2021-12-13,120.17513019022256
2021-12-14,117.8353821911349
2021-12-15,101.9925994571352
2021-12-16,119.64360679051312
2021-12-17,122.3583264141176
2021-12-18,133.00406363933223
2021-12-19,128.28547060800895
2021-12-20,130.23831819984764
2021-12-21,123.27548275779196
2021-12-22,114.12979613376065
2021-12-23,116.51239526479237
2021-12-24,124.95561450420988
2021-12-25,127.5517258799884
2021-12-26,133.5089324292075
2021-12-27,128.52147462215527
2021-12-28,122.97200222531615
2021-12-29,121.09287319009896
2021-12-30,113.18161001101446
2021-12-31,126.11742052988136
2022-01-01,142.41807774540086
2022-01-02,133.6738744764909
2022-01-03,128.32007967603022
2022-01-04,125.21491913725882
2022-01-05,123.46425575829238
2022-01-06,121.67933083820259
2022-01-07,136.53362097332922
2022-01-08,142.43867483174964
2022-01-09,144.74148453517088
2022-01-10,138.33825660110716
2022-01-11,138.97288709718163
2022-01-12,121.34175871013476
2022-01-13,114.72294700015742
2022-01-14,141.02068693629303
2022-01-15,138.96816503169123
2022-01-16,144.16422735918044
2022-01-17,145.19747844994757
2022-01-18,122.39411421552398
2022-01-19,119.16799353550256
2022-01-20,119.77983967348855
2022-01-21,132.0605531894303
2022-01-22,146.47195760375004
2022-01-23,149.24731823121493
2022-01-24,143.01624451463852
2022-01-25,126.30948388113
2022-01-26,116.82552976855068
2022-01-27,130.98889912746492
2022-01-28,136.5835149357886
2022-01-29,149.46130248869957
2022-01-30,153.005370850223
2022-01-31,145.17312150456644
2022-02-01,139.99803542115737
2022-02-02,132.32238222782675
2022-02-03,136.14316762672883
2022-02-04,138.16939623065926
2022-02-05,148.99056609508497
2022-02-06,153.17685010861103
2022-02-07,151.25428423364184
2022-02-08,136.87000366443917
2022-02-09,136.3943729995869
2022-02-10,134.74600176809454
2022-02-11,143.656820871453
2022-02-12,156.55669139028493
2022-02-13,144.71614021855143
2022-02-14,143.12505714646986
2022-02-15,133.85017867477902
2022-02-16,124.5087960665215
2022-02-17,135.03749196017534
2022-02-18,150.30994308314712
2022-02-19,153.2668965909856
2022-02-20,157.9159581750025
2022-02-21,157.2617938398414
2022-02-22,150.0699337311812
2022-02-23,137.96309341112905
2022-02-24,147.28956960178607
2022-02-25,149.07657457102852
2022-02-26,152.5172690623714
2022-02-27,155.9271705931274
2022-02-28,146.34386754553037
2022-03-01,140.8798267770032
2022-03-02,138.36532428881736
2022-03-03,146.34331654617338
2022-03-04,158.98017605016545
2022-03-05,151.50989304206445
2022-03-06,162.53553843114537
2022-03-07,150.17129403544183
2022-03-08,149.27623983359416
2022-03-09,141.03660075664223
2022-03-10,134.66144325203277
2022-03-11,156.46194777663942
2022-03-12,156.79310205703817
2022-03-13,159.2520019210022
2022-03-14,151.32779263004005
2022-03-15,144.88597388076198
2022-03-16,145.037887165452
2022-03-17,144.0276011422614
2022-03-18,154.57277161133052
2022-03-19,162.6875752449668
2022-03-20,169.53526111639246
2022-03-21,155.92340544961118
2022-03-22,141.68397160652327
2022-03-23,149.09527826753492
2022-03-24,144.12676072933616
2022-03-25,159.2622517100106
2022-03-26,163.5039451557222
2022-03-27,162.9344561255482
2022-03-28,159.98835059426847
2022-03-29,159.37926416103943
2022-03-30,154.64869216561578
2022-03-31,146.584305369263
2022-04-01,154.89192264523336
2022-04-02,167.31834522103395
2022-04-03,159.66026594150358
2022-04-04,160.1565459195916
2022-04-05,149.68987407575645
2022-04-06,145.9765652838831
2022-04-07,142.16203716402939
2022-04-08,146.18287486361336
2022-04-09,151.56026072435165
2022-04-10,158.23801979943528
2022-04-11,156.0825829368959
2022-04-12,148.1864672614758
2022-04-13,153.8749792681812
2022-04-14,151.58931562036656
2022-04-15,148.9995138603513
2022-04-16,163.29190315454585
2022-04-17,161.36680950158376
2022-04-18,156.48064434503863
2022-04-19,150.05498301342294
2022-04-20,146.71023051964076
2022-04-21,143.73844115405547
2022-04-22,158.45467149423038
2022-04-23,155.1194147760423
2022-04-24,162.6601973825292
2022-04-25,170.067960306639
2022-04-26,149.37199329820695
2022-04-27,149.860098362957
2022-04-28,144.92371021029226
2022-04-29,155.02272796369923
2022-04-30,159.48101374989128
2022-05-01,160.66503947371226
2022-05-02,152.02387680926284
2022-05-03,149.20330449822353
2022-05-04,137.1854469485108
2022-05-05,146.49745809926128
2022-05-06,156.20344074766845
2022-05-07,160.21092913588825
2022-05-08,158.65480699161293
2022-05-09,156.71618576338366
2022-05-10,143.99007517778912
2022-05-11,144.55957568657638
2022-05-12,132.40877651407618
2022-05-13,147.453327751226
2022-05-14,146.7371832393242
2022-05-15,150.88287051960074
2022-05-16,159.49749865791546
2022-05-17,148.20146529635284
2022-05-18,134.43738552773684
2022-05-19,132.16767099485378
2022-05-20,132.3851358606644
2022-05-21,152.0128258993474
2022-05-22,168.4625764239337
2022-05-23,152.81883459794102
2022-05-24,138.8584469826196
2022-05-25,138.2561518099153
2022-05-26,129.73722066655438
2022-05-27,143.54952162995198
2022-05-28,153.0232674866989
2022-05-29,153.69348682782035
2022-05-30,152.3305478628426
2022-05-31,141.08096638251874
2022-06-01,136.9438621276788
2022-06-02,131.74241220575686
2022-06-03,147.13899570263615
2022-06-04,158.25661165771982
2022-06-05,146.83231162332567
2022-06-06,141.47089418611992
2022-06-07,143.54407471497274
2022-06-08,130.12826148234038
2022-06-09,139.6622528757746
2022-06-10,137.87302870832985
2022-06-11,154.800659936494
2022-06-12,149.73251678317993
2022-06-13,144.57188156988965
2022-06-14,142.04026392496078
2022-06-15,126.60863076235323
2022-06-16,125.25184890399899
2022-06-17,135.13984759636153
2022-06-18,147.06755237846912
2022-06-19,138.511078296446
2022-06-20,143.71806413490307
2022-06-21,128.7588308128009
2022-06-22,131.37946078972857
2022-06-23,115.19683616039583
2022-06-24,130.6491488604627
2022-06-25,133.56235196451814
2022-06-26,139.38791072149198
2022-06-27,138.93947397665596
2022-06-28,127.71911831870771
2022-06-29,121.52908395319243
2022-06-30,123.52168104625088
2022-07-01,132.74316501033255
2022-07-02,134.09192342700302
2022-07-03,144.1897697932441
2022-07-04,138.14837927264512
2022-07-05,127.67267704990198
2022-07-06,122.71009593919554
2022-07-07,122.9312636228401
2022-07-08,139.0341600680384
2022-07-09,135.83359400710881
2022-07-10,136.25734758850874
2022-07-11,128.20832304051837
2022-07-12,117.73164243900534
2022-07-13,110.8559812564621
2022-07-14,114.16242607981184
2022-07-15,125.66984087839343
2022-07-16,135.1130804555756
2022-07-17,135.22998276127348
2022-07-18,125.33963764624993
2022-07-19,124.5959485579108
2022-07-20,117.98905973747989
2022-07-21,115.03427947817194
2022-07-22,119.99808488786738
2022-07-23,133.43734002444694
2022-07-24,133.18276292932555
2022-07-25,119.21117686266793
2022-07-26,117.05634517584588
2022-07-27,112.9209577863765
2022-07-28,108.67122590863718
2022-07-29,121.56828727681504
2022-07-30,120.79754228172126
2022-07-31,136.32114714358158
2022-08-01,130.11056370322748
2022-08-02,113.57514455649525
2022-08-03,110.89281787556943
2022-08-04,98.60893180492104
2022-08-05,112.35103265698834
2022-08-06,124.14209677001013
2022-08-07,121.84529379434234
2022-08-08,125.03570580851836
2022-08-09,122.44504458368431
2022-08-10,100.84196983838703
2022-08-11,104.15012538971138
2022-08-12,117.0190453819948
2022-08-13,131.40645586368183
2022-08-14,118.86553249048515
2022-08-15,120.51261145338832
2022-08-16,119.40171727183444
2022-08-17,96.33654401883794
2022-08-18,99.8366995783195
2022-08-19,111.66334207863797
2022-08-20,118.723124137664
2022-08-21,127.0518616847586
2022-08-22,118.52407061764838
2022-08-23,99.5062628356312
2022-08-24,105.29635868569225
2022-08-25,101.517031459231
2022-08-26,118.3555899718319
2022-08-27,116.42997928032372
2022-08-28,118.0880632683268
2022-08-29,118.34469791561862
2022-08-30,110.56049439405574
2022-08-31,103.36663865841552
2022-09-01,94.42613366700701
2022-09-02,113.16597991247276
2022-09-03,112.93237753304577
2022-09-04,121.02754272305305
2022-09-05,107.1448734406841
2022-09-06,107.64691021010812
2022-09-07,95.80795170426333
2022-09-08,95.20154002504906
2022-09-09,112.8516982417375
2022-09-10,118.16552158870049
2022-09-11,115.68163142065835
2022-09-12,120.46713203032051
2022-09-13,102.20742126017544
2022-09-14,99.04489892970305
2022-09-15,102.05104978454955
2022-09-16,105.3247022825816
2022-09-17,118.50237575285429
2022-09-18,115.32289120819885
2022-09-19,110.44119262905689
2022-09-20,110.5618040376535
2022-09-21,93.06933613567355
2022-09-22,88.08070765443422
2022-09-23,115.96627231132864
2022-09-24,128.4325108249973
2022-09-25,115.5537825792047
2022-09-26,102.45613194674837
2022-09-27,101.88821849515422
2022-09-28,96.58444137065459
2022-09-29,98.9896394026715
2022-09-30,102.1907581972687
2022-10-01,118.48133658332374
2022-10-02,120.15194604259285
2022-10-03,104.66925119823483
2022-10-04,106.98929721487758
2022-10-05,108.38340008346447
2022-10-06,100.95523372642688
2022-10-07,106.2789956695898
2022-10-08,115.13316738902449
2022-10-09,120.91703970106434
2022-10-10,103.85091137554866
2022-10-11,104.72983459637807
2022-10-12,96.63371912189419
2022-10-13,109.85202050738748
2022-10-14,107.66350917467932
2022-10-15,124.80253399141051
2022-10-16,112.99298394922033
2022-10-17,116.16235879497026
2022-10-18,106.27736578220868
2022-10-19,95.06378867352727
2022-10-20,102.37316261475804
2022-10-21,115.52033719084903
2022-10-22,115.81735932955254
2022-10-23,111.07470129586997
2022-10-24,114.2104198778303
2022-10-25,101.28948813981334
2022-10-26,98.86733710686593
2022-10-27,102.29673301872427
2022-10-28,102.19612554794185
2022-10-29,110.67249017948909
2022-10-30,123.30678560543166
2022-10-31,113.0936886856489
2022-11-01,94.43366579938083
2022-11-02,106.00539225473823
2022-11-03,105.61459421557507
2022-11-04,108.74861270881068
2022-11-05,113.80532750700836
2022-11-06,126.7588405923552
2022-11-07,119.18158125704997
2022-11-08,120.94167141402947
2022-11-09,105.99663135204737
2022-11-10,108.0485257105291
2022-11-11,113.38285185554378
2022-11-12,126.41458202173233
2022-11-13,127.68763767559089
2022-11-14,125.7165049818536
2022-11-15,108.48518121309283
2022-11-16,103.8213017234398
2022-11-17,105.85607902353605
2022-11-18,120.35142682883034
2022-11-19,132.04023979989876
2022-11-20,124.52279749765431
2022-11-21,119.62529717559687
2022-11-22,114.98932878254543
2022-11-23,107.1318922144518
2022-11-24,115.40877990732794
2022-11-25,107.56933681256679
2022-11-26,122.87885779968623
2022-11-27,125.40145640901977
2022-11-28,112.675749210087
2022-11-29,111.16023248566472
2022-11-30,106.37480380279307
2022-12-01,112.26255069944685
2022-12-02,127.04155897489616
2022-12-03,128.46378764241288
2022-12-04,126.8636283020612
2022-12-05,126.72360757518473
2022-12-06,123.98106933409919
2022-12-07,108.85271798470666
2022-12-08,111.52149661066315
2022-12-09,127.09935174596973
2022-12-10,131.4340721494814
2022-12-11,138.12976386322023
2022-12-12,129.83596228000908
2022-12-13,125.15969238627278
2022-12-14,111.49282986097964
2022-12-15,118.96836429411465
2022-12-16,126.2254487163252
2022-12-17,129.45162714619195
2022-12-18,130.0804737466377
2022-12-19,136.3538105750181
2022-12-20,122.93197498221194
2022-12-21,114.60581857382171
2022-12-22,121.60966839794507
2022-12-23,135.99267999263608
2022-12-24,127.21212271568633
2022-12-25,133.50957207734905
2022-12-26,131.41483269204969
2022-12-27,135.105251037459
2022-12-28,124.25031536885774
2022-12-29,129.05396854128819
2022-12-30,127.78437530302497
2022-12-31,136.1556161385384
2023-01-01,146.37332005878875
2023-01-02,139.46523669249532
2023-01-03,133.68987601293355
2023-01-04,125.04718602488259
2023-01-05,129.7567066439305
2023-01-06,137.42393584844618
2023-01-07,148.78895767507257
2023-01-08,151.3138930211905
2023-01-09,134.21599101416916
2023-01-10,122.847322714254
2023-01-11,134.12686216054917
2023-01-12,137.43143273438736
2023-01-13,134.65038579855658
2023-01-14,138.71356350747504
2023-01-15,150.87822521938548
2023-01-16,150.06444415876538
2023-01-17,146.1563682789643
2023-01-18,134.77330995054774
2023-01-19,132.69599931965493
2023-01-20,138.3368473390742
2023-01-21,151.10535974603295
2023-01-22,151.9075967545822
2023-01-23,143.340436574677
2023-01-24,150.40150295968664
2023-01-25,144.0899559389438
2023-01-26,143.18924273814537
2023-01-27,141.13395682385539
2023-01-28,158.23937282810004
2023-01-29,159.49786827923188
2023-01-30,153.50314773059668
2023-01-31,149.25871287035673
2023-02-01,141.17084707589217
2023-02-02,144.01536756011933
2023-02-03,151.70466791302056
2023-02-04,158.42500976600655
2023-02-05,150.11253159240596
2023-02-06,154.41268382122024
2023-02-07,142.90613460498824
2023-02-08,134.24329282431876
2023-02-09,151.3439418055143
2023-02-10,159.7549978680942
2023-02-11,166.07663777178607
2023-02-12,162.83501778271147
2023-02-13,163.24424215435715
2023-02-14,148.21137573809895
2023-02-15,144.08728903973585
2023-02-16,139.86441862023278
2023-02-17,155.4573383125151
2023-02-18,161.9096112693469
2023-02-19,157.33697598979435
2023-02-20,158.4899192845617
2023-02-21,149.97012692849182
2023-02-22,154.24103520531895
2023-02-23,151.9444269889867
2023-02-24,155.63225971521632
2023-02-25,164.9147539819018
2023-02-26,166.09435025926712
2023-02-27,159.71374547823297
2023-02-28,146.89786288426384
2023-03-01,146.39747466115372
2023-03-02,145.60013362817222
2023-03-03,151.13797111186813
2023-03-04,167.99819899775918
2023-03-05,169.55715764616266
2023-03-06,153.47812752834992
2023-03-07,153.33527236993706
2023-03-08,153.72484117966192
2023-03-09,156.17481717797114
2023-03-10,164.020863292422
2023-03-11,167.09243985423547
2023-03-12,164.78465586293038
2023-03-13,158.35510783448538
2023-03-14,156.9861841062717
2023-03-15,151.9093780433168
2023-03-16,158.5338438670914
2023-03-17,165.5615942170401
2023-03-18,167.35796968759539
2023-03-19,163.8610241577326
2023-03-20,163.20089608980854
2023-03-21,157.3225374717438
2023-03-22,149.92593180752996
2023-03-23,150.08100436764386
2023-03-24,162.14910608382303
2023-03-25,166.2718076449606
2023-03-26,167.66351669128252
2023-03-27,167.02462481828945
2023-03-28,154.846331071797
2023-03-29,152.72562134314083
2023-03-30,154.85395840065843
2023-03-31,155.6536006989886
2023-04-01,166.79995825777368
2023-04-02,178.35572191524514
2023-04-03,159.9683097831603
2023-04-04,146.53267431771079
2023-04-05,142.4037967050911
2023-04-06,153.78966147573996
2023-04-07,161.60975114848708
2023-04-08,168.67078478024504
2023-04-09,177.2387435077873
2023-04-10,152.363815441028
2023-04-11,158.99327574369693
2023-04-12,159.3663245509306
2023-04-13,147.79985721709988
2023-04-14,159.2994219209972
2023-04-15,165.18642700872505
2023-04-16,166.33700204246915
2023-04-17,163.68665354385578
2023-04-18,163.6902095660723
2023-04-19,160.23462230239488
2023-04-20,151.19719167928142
2023-04-21,170.11166138865607
2023-04-22,168.46667645040358
2023-04-23,178.86533386128377
2023-04-24,164.0901078371033
2023-04-25,156.39746758341872
2023-04-26,152.0154956820709
2023-04-27,167.8629254711247
2023-04-28,163.8862025266056
2023-04-29,163.7478553113552
2023-04-30,173.8895602466943
2023-05-01,161.64779166246132
2023-05-02,152.14680872758126
2023-05-03,153.53791996481036
2023-05-04,150.8846780355634
2023-05-05,159.7374586120061
2023-05-06,166.0235415604604
2023-05-07,169.35199228442548
2023-05-08,164.16180631633765
2023-05-09,143.44672580746894
2023-05-10,150.82023033410331
2023-05-11,144.26854735547863
2023-05-12,149.53991852919634
2023-05-13,164.02634808037013
2023-05-14,166.412249511022
2023-05-15,156.85173044414256
2023-05-16,155.52857051990276
2023-05-17,138.9784699353849
2023-05-18,145.306605994228
2023-05-19,151.95101044378208
2023-05-20,162.1713180640394
2023-05-21,165.43500709437632
2023-05-22,153.29124771169177
2023-05-23,152.97001569960278
2023-05-24,143.94392917941022
2023-05-25,135.7861966739418
2023-05-26,142.9527202406624
2023-05-27,160.17931903891383
2023-05-28,160.73955652869776
2023-05-29,155.58505704364478
2023-05-30,146.94857378008385
2023-05-31,142.465749117418
2023-06-01,147.66307676595977
2023-06-02,144.83965018721895
2023-06-03,152.00188824098962
2023-06-04,153.97068344562592
2023-06-05,155.11248320531655
2023-06-06,150.85255961872636
2023-06-07,136.69495337435563
2023-06-08,127.90517128876517
2023-06-09,139.3399778391252
2023-06-10,151.1380473637572
2023-06-11,154.06765891577433
2023-06-12,149.02327838482532
2023-06-13,142.1971826281116
2023-06-14,134.64932361287842
2023-06-15,142.9975473880744
2023-06-16,141.79863797379952
2023-06-17,148.29286189831606
2023-06-18,156.5351801721977
2023-06-19,140.65563369485085
2023-06-20,141.20633114701826
2023-06-21,133.9602440101594
2023-06-22,134.23974525508214
2023-06-23,150.33376121946011
2023-06-24,146.6954844151358
2023-06-25,161.63364642330976
2023-06-26,144.38819558667214
2023-06-27,130.04533034628275
2023-06-28,130.96152522877262
2023-06-29,126.75297073024909
2023-06-30,135.7845129136755
2023-07-01,148.93715657196083
2023-07-02,151.25097753552708
2023-07-03,139.5417564229732
2023-07-04,138.501899522018
2023-07-05,133.5320358610549
2023-07-06,136.44727373030437
2023-07-07,139.321816115878
2023-07-08,150.901369547977
2023-07-09,136.20297990201303
2023-07-10,138.19952571653957
2023-07-11,126.36975843119876
2023-07-12,125.48487244783519
2023-07-13,123.55798656975686
2023-07-14,132.99953418237223
2023-07-15,150.6576644336353
2023-07-16,141.9288079092445
2023-07-17,139.03720444159734
2023-07-18,126.73224815863028
2023-07-19,122.4666186814629
2023-07-20,123.65599436919494
2023-07-21,133.2948580584733
2023-07-22,144.30934129462946
2023-07-23,148.26434904773467
2023-07-24,135.7811292233883
